,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,master_metadata_album_artist_name,master_metadata_album_album_name,genres,artist_popularity
1197,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,audio_features,1zusIxNqJu8i4g6P6hJ2Qa,spotify:track:1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/tracks/1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/audio-analysis/1zusIxNqJu8i4g6P6hJ2Qa,219920,4,Duffy,Rockferry,"['british soul', 'dance pop', 'europop', 'neo soul']",59.0
1198,0.509,0.38,7,-7.479,1,0.158,0.547,1.2099999999999998e-06,0.36,0.249,127.88,audio_features,7eDYNlBwRMeFOZHOZ95dZ1,spotify:track:7eDYNlBwRMeFOZHOZ95dZ1,https://api.spotify.com/v1/tracks/7eDYNlBwRMeFOZHOZ95dZ1,https://api.spotify.com/v1/audio-analysis/7eDYNlBwRMeFOZHOZ95dZ1,133080,4,Rihanna,ANTI,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",89.0
1199,0.782,0.672,5,-6.143,0,0.05,0.121,0.0,0.185,0.446,117.954,audio_features,5qLfU68cJvLpxWbJMwyBEF,spotify:track:5qLfU68cJvLpxWbJMwyBEF,https://api.spotify.com/v1/tracks/5qLfU68cJvLpxWbJMwyBEF,https://api.spotify.com/v1/audio-analysis/5qLfU68cJvLpxWbJMwyBEF,158859,4,Elias,Overtænker,[],16.0
1200,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,audio_features,1VGzxJnVQND7Cg5H5wGj14,spotify:track:1VGzxJnVQND7Cg5H5wGj14,https://api.spotify.com/v1/tracks/1VGzxJnVQND7Cg5H5wGj14,https://api.spotify.com/v1/audio-analysis/1VGzxJnVQND7Cg5H5wGj14,174358,4,Joji,BALLADS 1,['viral pop'],86.0
1201,0.522,0.393,8,-6.831,0,0.0321,0.878,0.0,0.123,0.246,122.906,audio_features,1TVs3Ch93qTLiI7O8OxfZd,spotify:track:1TVs3Ch93qTLiI7O8OxfZd,https://api.spotify.com/v1/tracks/1TVs3Ch93qTLiI7O8OxfZd,https://api.spotify.com/v1/audio-analysis/1TVs3Ch93qTLiI7O8OxfZd,201336,4,Kye Sones,Seven,['channel pop'],34.0
1202,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,audio_features,4JE6agBLHGA5TaF6FlqfBD,spotify:track:4JE6agBLHGA5TaF6FlqfBD,https://api.spotify.com/v1/tracks/4JE6agBLHGA5TaF6FlqfBD,https://api.spotify.com/v1/audio-analysis/4JE6agBLHGA5TaF6FlqfBD,218755,4,Matt Maltese,As the World Caves In,"['indie anthem-folk', 'indie pop', 'pop']",67.0
1203,0.36,0.169,0,-15.929,1,0.0397,0.992,0.867,0.0999,0.249,76.124,audio_features,7v0JZt195C70r0lARqlkM3,spotify:track:7v0JZt195C70r0lARqlkM3,https://api.spotify.com/v1/tracks/7v0JZt195C70r0lARqlkM3,https://api.spotify.com/v1/audio-analysis/7v0JZt195C70r0lARqlkM3,206000,4,Niklas Blumenthaler,Wide Awake,[],49.0
1204,0.5650000000000001,0.639,4,-6.599,1,0.0301,0.385,0.0,0.105,0.427,90.981,audio_features,2f82yXiMKGkX2CtbkhgtvT,spotify:track:2f82yXiMKGkX2CtbkhgtvT,https://api.spotify.com/v1/tracks/2f82yXiMKGkX2CtbkhgtvT,https://api.spotify.com/v1/audio-analysis/2f82yXiMKGkX2CtbkhgtvT,201920,4,Burhan G,Et Barn Af Jul,['danish pop'],55.0
1205,0.668,0.526,9,-7.72,1,0.165,0.166,0.0,0.0408,0.509,127.97,audio_features,2zJXJeWnYbOUVTVdRF5EKR,spotify:track:2zJXJeWnYbOUVTVdRF5EKR,https://api.spotify.com/v1/tracks/2zJXJeWnYbOUVTVdRF5EKR,https://api.spotify.com/v1/audio-analysis/2zJXJeWnYbOUVTVdRF5EKR,172507,4,August Alsina,Don't Matter,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",61.0
1206,0.416,0.529,8,-9.173,0,0.135,0.0138,0.0,0.111,0.53,195.336,audio_features,4qSlN0PEQqLjyuhz72ULSF,spotify:track:4qSlN0PEQqLjyuhz72ULSF,https://api.spotify.com/v1/tracks/4qSlN0PEQqLjyuhz72ULSF,https://api.spotify.com/v1/audio-analysis/4qSlN0PEQqLjyuhz72ULSF,192000,4,Mekdes,Greedy,['danish pop'],33.0
1207,0.379,0.361,5,-9.822,1,0.0359,0.8,0.00857,0.0835,0.253,83.001,audio_features,0G2KpywsdHE4GTmCvYEgkK,spotify:track:0G2KpywsdHE4GTmCvYEgkK,https://api.spotify.com/v1/tracks/0G2KpywsdHE4GTmCvYEgkK,https://api.spotify.com/v1/audio-analysis/0G2KpywsdHE4GTmCvYEgkK,203294,4,Josiah Bell,Change in the Weather,[],20.0
1208,0.24,0.00998,6,-36.495,0,0.0954,0.995,0.901,0.0992,0.116,68.913,audio_features,6KBYopKqRZ5p4wz8rAi482,spotify:track:6KBYopKqRZ5p4wz8rAi482,https://api.spotify.com/v1/tracks/6KBYopKqRZ5p4wz8rAi482,https://api.spotify.com/v1/audio-analysis/6KBYopKqRZ5p4wz8rAi482,69846,4,delo cloonz,Saudade,[],54.0
1209,0.6920000000000001,0.552,0,-9.543,0,0.0497,0.0503,0.165,0.136,0.15,98.028,audio_features,339Y993TrFyWyO438be0RY,spotify:track:339Y993TrFyWyO438be0RY,https://api.spotify.com/v1/tracks/339Y993TrFyWyO438be0RY,https://api.spotify.com/v1/audio-analysis/339Y993TrFyWyO438be0RY,229400,4,Khalid,Free Spirit,"['pop', 'pop r&b']",85.0
1210,0.679,0.65,0,-7.027,1,0.0293,0.043,0.00038,0.134,0.299,100.823,audio_features,5K5IOoRDE4HiUoY05KIcRK,spotify:track:5K5IOoRDE4HiUoY05KIcRK,https://api.spotify.com/v1/tracks/5K5IOoRDE4HiUoY05KIcRK,https://api.spotify.com/v1/audio-analysis/5K5IOoRDE4HiUoY05KIcRK,123544,4,Ukendt Kunstner,Forbandede Ungdom,"['danish hip hop', 'danish pop']",48.0
1211,0.615,0.871,1,-3.804,1,0.281,0.0388,0.0,0.246,0.338,119.149,audio_features,2c5Isyd07hWsl7AQia2Dig,spotify:track:2c5Isyd07hWsl7AQia2Dig,https://api.spotify.com/v1/tracks/2c5Isyd07hWsl7AQia2Dig,https://api.spotify.com/v1/audio-analysis/2c5Isyd07hWsl7AQia2Dig,249560,5,Bad Meets Evil,Hell: The Sequel,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",61.0
1212,0.619,0.264,7,-10.107,0,0.0301,0.737,0.0,0.114,0.165,122.937,audio_features,4RurvwY3rGvG68GY9Hz0ws,spotify:track:4RurvwY3rGvG68GY9Hz0ws,https://api.spotify.com/v1/tracks/4RurvwY3rGvG68GY9Hz0ws,https://api.spotify.com/v1/audio-analysis/4RurvwY3rGvG68GY9Hz0ws,179024,4,Tyler Ward,Covers & Co-writes,"['acoustic cover', 'channel pop', 'neo mellow', 'viral pop']",53.0
1213,0.879,0.5640000000000001,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,audio_features,5PQmSHzWnlgG4EBuIqjac2,spotify:track:5PQmSHzWnlgG4EBuIqjac2,https://api.spotify.com/v1/tracks/5PQmSHzWnlgG4EBuIqjac2,https://api.spotify.com/v1/audio-analysis/5PQmSHzWnlgG4EBuIqjac2,282373,4,Nas,It Was Written,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",74.0
1214,0.654,0.587,10,-6.331,1,0.0439,0.026,0.0,0.589,0.288,100.014,audio_features,19EnyPZhNPbRoCxAuv5pKD,spotify:track:19EnyPZhNPbRoCxAuv5pKD,https://api.spotify.com/v1/tracks/19EnyPZhNPbRoCxAuv5pKD,https://api.spotify.com/v1/audio-analysis/19EnyPZhNPbRoCxAuv5pKD,281360,4,Miguel,War & Leisure,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']",77.0
1215,0.725,0.601,1,-9.03,1,0.377,0.0321,0.0,0.0504,0.811,155.918,audio_features,1sFstGV1Z3Aw5TDFCiT7vK,spotify:track:1sFstGV1Z3Aw5TDFCiT7vK,https://api.spotify.com/v1/tracks/1sFstGV1Z3Aw5TDFCiT7vK,https://api.spotify.com/v1/audio-analysis/1sFstGV1Z3Aw5TDFCiT7vK,185062,4,Chance the Rapper,Acid Rap,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",74.0
1216,0.8240000000000001,0.862,2,-3.424,1,0.126,0.0076,0.0001319999999999,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4,Riton,Friday (feat. Mufasa & Hypeman),"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",66.0
1217,0.739,0.522,7,-12.304,0,0.151,0.8210000000000001,0.00124,0.233,0.619,138.263,audio_features,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/tracks/4vHNeBWDQpVCmGbaccrRzi,https://api.spotify.com/v1/audio-analysis/4vHNeBWDQpVCmGbaccrRzi,146390,4,Still Woozy,Goodie Bag,"['bedroom pop', 'oakland indie']",68.0
1218,0.802,0.382,10,-7.356,1,0.0312,0.792,0.163,0.0783,0.581,99.969,audio_features,63bAGRSSX2V1hhPSP2NpBC,spotify:track:63bAGRSSX2V1hhPSP2NpBC,https://api.spotify.com/v1/tracks/63bAGRSSX2V1hhPSP2NpBC,https://api.spotify.com/v1/audio-analysis/63bAGRSSX2V1hhPSP2NpBC,196800,4,ODIE,Analogue,"['canadian contemporary r&b', 'indie r&b']",61.0
1219,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,audio_features,1r8ZCjfrQxoy2wVaBUbpwg,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/tracks/1r8ZCjfrQxoy2wVaBUbpwg,https://api.spotify.com/v1/audio-analysis/1r8ZCjfrQxoy2wVaBUbpwg,164782,4,The Kid LAROI,Thousand Miles,"['australian hip hop', 'pop']",81.0
1220,0.909,0.532,5,-7.295,0,0.0447,0.051,3.2800000000000004e-05,0.102,0.863,120.013,audio_features,7e82yCmqUw6AnQZHLo36oW,spotify:track:7e82yCmqUw6AnQZHLo36oW,https://api.spotify.com/v1/tracks/7e82yCmqUw6AnQZHLo36oW,https://api.spotify.com/v1/audio-analysis/7e82yCmqUw6AnQZHLo36oW,163105,4,Thøger Dixgaard,OK,['danish pop'],34.0
1221,0.538,0.647,4,-6.785,0,0.0337,0.0923,0.0,0.1,0.308,150.041,audio_features,7ixYIufY3yOmLo0623MXIP,spotify:track:7ixYIufY3yOmLo0623MXIP,https://api.spotify.com/v1/tracks/7ixYIufY3yOmLo0623MXIP,https://api.spotify.com/v1/audio-analysis/7ixYIufY3yOmLo0623MXIP,218577,4,Troels Gustavsen,Det' Sådan Mit Hjerte Ser Ud,['danish pop'],37.0
1222,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,audio_features,4llK75pXNWZz6KAho2Gp16,spotify:track:4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16,259453,4,Maroon 5,Songs About Jane: 10th Anniversary Edition,['pop'],84.0
1223,0.713,0.5,2,-6.257,1,0.18,0.498,0.0,0.118,0.393,91.06,audio_features,0DemqBIZEqkkyFcpVLnqVe,spotify:track:0DemqBIZEqkkyFcpVLnqVe,https://api.spotify.com/v1/tracks/0DemqBIZEqkkyFcpVLnqVe,https://api.spotify.com/v1/audio-analysis/0DemqBIZEqkkyFcpVLnqVe,173407,4,Meum Zel,Clingy,['danish pop'],19.0
1224,0.7030000000000001,0.48,5,-6.586,1,0.235,0.397,1.2900000000000002e-05,0.129,0.355,79.994,audio_features,1I31JZ3Ag3tmAC40VHV4SX,spotify:track:1I31JZ3Ag3tmAC40VHV4SX,https://api.spotify.com/v1/tracks/1I31JZ3Ag3tmAC40VHV4SX,https://api.spotify.com/v1/audio-analysis/1I31JZ3Ag3tmAC40VHV4SX,180375,4,Bret James,Thank You,[],32.0
1225,0.5700000000000001,0.116,1,-20.829,1,0.0531,0.993,0.928,0.162,0.422,65.083,audio_features,21Ekns85R001BLfJLgYuYx,spotify:track:21Ekns85R001BLfJLgYuYx,https://api.spotify.com/v1/tracks/21Ekns85R001BLfJLgYuYx,https://api.spotify.com/v1/audio-analysis/21Ekns85R001BLfJLgYuYx,126792,5,Ever So Blue,Traces,['background piano'],57.0
1226,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4,Taylor Swift,Midnights,['pop'],100.0
1227,0.484,0.407,9,-10.709,0,0.104,0.317,0.0,0.103,0.369,139.23,audio_features,07dRjnkeSazozZ16S07Nee,spotify:track:07dRjnkeSazozZ16S07Nee,https://api.spotify.com/v1/tracks/07dRjnkeSazozZ16S07Nee,https://api.spotify.com/v1/audio-analysis/07dRjnkeSazozZ16S07Nee,164571,4,Hotel Ugly,Shut up My Moms Calling,[],71.0
1228,0.84,0.5720000000000001,5,-6.468,0,0.131,0.0138,1.86e-05,0.367,0.762,120.02,audio_features,4qkdybGuSvgdsCH0CSB9Ew,spotify:track:4qkdybGuSvgdsCH0CSB9Ew,https://api.spotify.com/v1/tracks/4qkdybGuSvgdsCH0CSB9Ew,https://api.spotify.com/v1/audio-analysis/4qkdybGuSvgdsCH0CSB9Ew,181221,4,Danser Med Piger,Kemikalier (feat. Kidd),['danish pop'],44.0
1229,0.778,0.49,6,-6.986,1,0.0555,0.282,0.0026,0.0968,0.803,120.032,audio_features,6BCiVfLAKYAIvO03gziTyQ,spotify:track:6BCiVfLAKYAIvO03gziTyQ,https://api.spotify.com/v1/tracks/6BCiVfLAKYAIvO03gziTyQ,https://api.spotify.com/v1/audio-analysis/6BCiVfLAKYAIvO03gziTyQ,192296,4,Kamma,Good Daughter,[],19.0
1230,0.591,0.269,0,-8.554,1,0.0301,0.911,0.0,0.0945,0.246,124.441,audio_features,5lZVXDJI3PnnYxBNwNXQgH,spotify:track:5lZVXDJI3PnnYxBNwNXQgH,https://api.spotify.com/v1/tracks/5lZVXDJI3PnnYxBNwNXQgH,https://api.spotify.com/v1/audio-analysis/5lZVXDJI3PnnYxBNwNXQgH,172633,4,Lusaint,Use Somebody,"['acoustic chill', 'acoustic cover', 'channel pop', 'viral pop']",45.0
1231,0.6000000000000001,0.158,4,-18.832,1,0.0427,0.923,0.5670000000000001,0.119,0.107,150.101,audio_features,24ZUjOQZNu9qXY2bWSroq4,spotify:track:24ZUjOQZNu9qXY2bWSroq4,https://api.spotify.com/v1/tracks/24ZUjOQZNu9qXY2bWSroq4,https://api.spotify.com/v1/audio-analysis/24ZUjOQZNu9qXY2bWSroq4,147200,4,Anton Fargau Petrini,Intertwined,[],51.0
1232,0.6930000000000001,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4,Kygo,Higher Love,"['edm', 'pop', 'pop dance', 'tropical house']",79.0
1233,0.674,0.422,8,-9.356,1,0.0583,0.188,4.83e-06,0.0777,0.244,95.079,audio_features,18FsPeHdE9xPtQgnsVbiU5,spotify:track:18FsPeHdE9xPtQgnsVbiU5,https://api.spotify.com/v1/tracks/18FsPeHdE9xPtQgnsVbiU5,https://api.spotify.com/v1/audio-analysis/18FsPeHdE9xPtQgnsVbiU5,206461,4,Joseph Solomon,Find Me,[],37.0
1234,0.679,0.8130000000000001,0,-4.249,1,0.0717,0.0647,0.0,0.431,0.585,157.984,audio_features,4AUQ8Nh5HFtsVOZ629T8KX,spotify:track:4AUQ8Nh5HFtsVOZ629T8KX,https://api.spotify.com/v1/tracks/4AUQ8Nh5HFtsVOZ629T8KX,https://api.spotify.com/v1/audio-analysis/4AUQ8Nh5HFtsVOZ629T8KX,196707,4,Rasmus Seebach,Så Længe Vi Danser,"['classic danish pop', 'danish pop']",59.0
1235,0.409,0.932,11,-4.538,0,0.0339,1.8700000000000004e-05,1.6e-06,0.31,0.591,131.761,audio_features,55yvzYuvJYG2RUEnMK78tr,spotify:track:55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/tracks/55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/audio-analysis/55yvzYuvJYG2RUEnMK78tr,166640,4,Nirvana,Nirvana,"['grunge', 'permanent wave', 'rock']",80.0
1236,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,audio_features,3eJH2nAjvNXdmPfBkALiPZ,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/audio-analysis/3eJH2nAjvNXdmPfBkALiPZ,139672,4,Jason Derulo,Acapulco,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",79.0
1237,0.6940000000000001,0.637,9,-5.896,1,0.0806,0.298,9.69e-06,0.123,0.506,83.982,audio_features,0UMFm4ndFr3PH5VsVYnCNG,spotify:track:0UMFm4ndFr3PH5VsVYnCNG,https://api.spotify.com/v1/tracks/0UMFm4ndFr3PH5VsVYnCNG,https://api.spotify.com/v1/audio-analysis/0UMFm4ndFr3PH5VsVYnCNG,175609,4,ROLE MODEL,forever&more,"['bedroom pop', 'pop']",61.0
1238,0.747,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006,audio_features,2Ee9amLUslOwgoJWZEpSSD,spotify:track:2Ee9amLUslOwgoJWZEpSSD,https://api.spotify.com/v1/tracks/2Ee9amLUslOwgoJWZEpSSD,https://api.spotify.com/v1/audio-analysis/2Ee9amLUslOwgoJWZEpSSD,228453,4,Masego,Mystery Lady (feat. Don Toliver),[],68.0
1239,0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,audio_features,2gbRKKSyW7e7vAkyvrJkte,spotify:track:2gbRKKSyW7e7vAkyvrJkte,https://api.spotify.com/v1/tracks/2gbRKKSyW7e7vAkyvrJkte,https://api.spotify.com/v1/audio-analysis/2gbRKKSyW7e7vAkyvrJkte,146267,4,Jessie Murph,Pray,"['alt z', 'pop']",68.0
1240,0.636,0.8310000000000001,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/tracks/2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/audio-analysis/2fTsFCKRFQ5M0igJgabnLA,223053,4,Jessie J,Who You Are,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",71.0
1241,0.592,0.214,1,-13.468,1,0.115,0.936,1.62e-05,0.253,0.422,81.672,audio_features,5cwCW4r6ybpSiHWMpMKHoJ,spotify:track:5cwCW4r6ybpSiHWMpMKHoJ,https://api.spotify.com/v1/tracks/5cwCW4r6ybpSiHWMpMKHoJ,https://api.spotify.com/v1/audio-analysis/5cwCW4r6ybpSiHWMpMKHoJ,117037,4,Kauai45,Just The Two of Us,[],51.0
1242,0.762,0.6920000000000001,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4,Lady Gaga,The Fame,"['art pop', 'dance pop', 'pop']",84.0
1243,0.945,0.7020000000000001,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,audio_features,5bknBRjKJZ643DAN2w8Yoy,spotify:track:5bknBRjKJZ643DAN2w8Yoy,https://api.spotify.com/v1/tracks/5bknBRjKJZ643DAN2w8Yoy,https://api.spotify.com/v1/audio-analysis/5bknBRjKJZ643DAN2w8Yoy,259000,4,BROCKHAMPTON,SATURATION,"['boy band', 'hip hop', 'rap']",73.0
1244,0.633,0.451,8,-14.649,1,0.103,0.545,0.00329,0.249,0.473,81.975,audio_features,5G2WXMIfTQ1ovm544sB3zh,spotify:track:5G2WXMIfTQ1ovm544sB3zh,https://api.spotify.com/v1/tracks/5G2WXMIfTQ1ovm544sB3zh,https://api.spotify.com/v1/audio-analysis/5G2WXMIfTQ1ovm544sB3zh,82103,4,Sarcastic Sounds,Losing Time,"['lo-fi chill', 'sad lo-fi']",64.0
1245,0.68,0.8260000000000001,0,-5.487,1,0.0309,0.0212,1.2400000000000002e-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4,The Weeknd,After Hours,"['canadian contemporary r&b', 'canadian pop', 'pop']",93.0
1246,0.637,0.91,7,-4.763,1,0.0381,0.0437,0.0,0.667,0.807,109.996,audio_features,4f9JBqQdQWqng4bQNtFyXZ,spotify:track:4f9JBqQdQWqng4bQNtFyXZ,https://api.spotify.com/v1/tracks/4f9JBqQdQWqng4bQNtFyXZ,https://api.spotify.com/v1/audio-analysis/4f9JBqQdQWqng4bQNtFyXZ,212758,4,GR8SCOTT,Won't Be Drinking,[],10.0
1247,0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,audio_features,2wBCrtJS3E3TimRZ5MElTI,spotify:track:2wBCrtJS3E3TimRZ5MElTI,https://api.spotify.com/v1/tracks/2wBCrtJS3E3TimRZ5MElTI,https://api.spotify.com/v1/audio-analysis/2wBCrtJS3E3TimRZ5MElTI,254493,4,Jhené Aiko,Sail Out,"['pop', 'r&b', 'urban contemporary']",76.0
1248,0.102,0.0332,3,-26.731,0,0.0412,0.915,0.965,0.108,0.171,178.432,audio_features,7dZchcSQZRcqLs9g5FkbYs,spotify:track:7dZchcSQZRcqLs9g5FkbYs,https://api.spotify.com/v1/tracks/7dZchcSQZRcqLs9g5FkbYs,https://api.spotify.com/v1/audio-analysis/7dZchcSQZRcqLs9g5FkbYs,90500,4,Lost Wings,Levitate,['background music'],46.0
1249,0.435,0.182,9,-7.396,1,0.0416,0.938,1.2e-05,0.103,0.221,120.209,audio_features,3f2yA9uiGFWW9fKujW95qN,spotify:track:3f2yA9uiGFWW9fKujW95qN,https://api.spotify.com/v1/tracks/3f2yA9uiGFWW9fKujW95qN,https://api.spotify.com/v1/audio-analysis/3f2yA9uiGFWW9fKujW95qN,184444,4,De Dødelige,Os To,[],14.0
1250,0.259,0.0486,0,-23.696,0,0.0413,0.792,0.74,0.109,0.411,136.708,audio_features,6owxOcMOKYctOyRQqjC8jc,spotify:track:6owxOcMOKYctOyRQqjC8jc,https://api.spotify.com/v1/tracks/6owxOcMOKYctOyRQqjC8jc,https://api.spotify.com/v1/audio-analysis/6owxOcMOKYctOyRQqjC8jc,61017,5,Hans Philip,[α],['danish pop'],52.0
1251,0.495,0.0768,10,-24.504,0,0.0414,0.979,0.915,0.109,0.227,108.194,audio_features,5OfX2H74dOwUjr4Aw6HEiE,spotify:track:5OfX2H74dOwUjr4Aw6HEiE,https://api.spotify.com/v1/tracks/5OfX2H74dOwUjr4Aw6HEiE,https://api.spotify.com/v1/audio-analysis/5OfX2H74dOwUjr4Aw6HEiE,202987,3,Jan Johansson,Jazz på svenska,['swedish jazz'],44.0
1252,0.665,0.469,10,-7.778,0,0.13,0.5650000000000001,0.000317,0.219,0.142,115.852,audio_features,13HsOwrwTA5HgLuoaDHncP,spotify:track:13HsOwrwTA5HgLuoaDHncP,https://api.spotify.com/v1/tracks/13HsOwrwTA5HgLuoaDHncP,https://api.spotify.com/v1/audio-analysis/13HsOwrwTA5HgLuoaDHncP,229565,4,"Tyler, The Creator",CALL ME IF YOU GET LOST,"['hip hop', 'rap']",83.0
1253,0.418,0.672,0,-5.989,0,0.0429,0.00686,2.14e-06,0.277,0.353,82.134,audio_features,5LJz7kmFhLqB53tmVWxig5,spotify:track:5LJz7kmFhLqB53tmVWxig5,https://api.spotify.com/v1/tracks/5LJz7kmFhLqB53tmVWxig5,https://api.spotify.com/v1/audio-analysis/5LJz7kmFhLqB53tmVWxig5,88493,4,Rihanna,ANTI,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",89.0
1254,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989,4,Usher,I Don't Mind (feat. Juicy J),"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",78.0
1255,0.587,0.51,5,-6.929,0,0.0333,0.468,0.0,0.179,0.542,139.583,audio_features,6XNy9jkcOPkaKnPRihumBN,spotify:track:6XNy9jkcOPkaKnPRihumBN,https://api.spotify.com/v1/tracks/6XNy9jkcOPkaKnPRihumBN,https://api.spotify.com/v1/audio-analysis/6XNy9jkcOPkaKnPRihumBN,212842,4,J-Sol,all for you (mama),['uk contemporary r&b'],35.0
1256,0.908,0.529,11,-9.116,1,0.0926,0.21,0.0,0.133,0.927,95.062,audio_features,4QOTOTJsJjgrAf0BgnfaRF,spotify:track:4QOTOTJsJjgrAf0BgnfaRF,https://api.spotify.com/v1/tracks/4QOTOTJsJjgrAf0BgnfaRF,https://api.spotify.com/v1/audio-analysis/4QOTOTJsJjgrAf0BgnfaRF,359040,4,Mc Einar,Jul Det' Cool,['danish hip hop'],38.0
1257,0.634,0.736,9,-5.546,1,0.0454,0.00427,0.000147,0.0893,0.521,140.014,audio_features,6DEf0oAPdhAA90LUy7tOd0,spotify:track:6DEf0oAPdhAA90LUy7tOd0,https://api.spotify.com/v1/tracks/6DEf0oAPdhAA90LUy7tOd0,https://api.spotify.com/v1/audio-analysis/6DEf0oAPdhAA90LUy7tOd0,159578,4,EYJAA,Big Feelings,[],14.0
1258,0.448,0.391,11,-11.184,1,0.0719,0.803,0.00456,0.19,0.47,76.02,audio_features,0wb2fkrqCiYSqCug8Slqv4,spotify:track:0wb2fkrqCiYSqCug8Slqv4,https://api.spotify.com/v1/tracks/0wb2fkrqCiYSqCug8Slqv4,https://api.spotify.com/v1/audio-analysis/0wb2fkrqCiYSqCug8Slqv4,212280,5,KLARA,If The World Was Ending,[],36.0
